set_number,set_name,year_released,image_url,theme_name
45303,WeDo 2.0 Medium Motor,2016,https://cdn.rebrickable.com/media/sets/45303-1.jpg,WeDo
45304,WeDo 2.0 Motion Sensor,2016,https://cdn.rebrickable.com/media/sets/45304-1.jpg,WeDo
45305,WeDo 2.0 Tilt Sensor,2016,https://cdn.rebrickable.com/media/sets/45305-1.jpg,WeDo
5003178,WeDo Miscellaneous Pack,2012,https://cdn.rebrickable.com/media/sets/5003178-1.jpg,WeDo
5003180,WeDo Minifigure Pack,2012,https://cdn.rebrickable.com/media/sets/5003180-1.jpg,WeDo
5003417,WeDo Homeschool Pack,2014,https://cdn.rebrickable.com/media/sets/5003417-1.jpg,WeDo
5003420,WeDo Amazing Mechanisms Extension Activity Pack,2010,https://cdn.rebrickable.com/media/sets/5003420-1.jpg,WeDo
5003421,WeDo Play Soccer Extension Activity Pack,2010,https://cdn.rebrickable.com/media/sets/5003421-1.jpg,WeDo
5003422,WeDo Software v1.2 and Activity Pack Site License,2009,https://cdn.rebrickable.com/media/sets/5003422-1.jpg,WeDo
5003423,Jr.FLL Plus Kit,2009,https://cdn.rebrickable.com/media/sets/5003423-1.jpg,WeDo
5003426,WeDo Wild Animals Extension Activity Pack,2010,https://cdn.rebrickable.com/media/sets/5003426-1.jpg,WeDo
5003427,WeDo Adventure Stories Extension Activity Pack,2010,https://cdn.rebrickable.com/media/sets/5003427-1.jpg,WeDo
5003428,WeDo Extension Activities Bundle Pack,2010,https://cdn.rebrickable.com/media/sets/5003428-1.jpg,WeDo
5003435,Jr.FLL Robotics Kit with WeDo Resource Set,2011,https://cdn.rebrickable.com/media/sets/5003435-1.jpg,WeDo
5003440,WeDo Extension Activities Pack Bundle,2010,https://cdn.rebrickable.com/media/sets/5003440-1.jpg,WeDo
5003441,WeDo Extension Activities Pack Bundle II,2010,https://cdn.rebrickable.com/media/sets/5003441-1.jpg,WeDo
5003475,WeDo Homeschool Expansion Pack,2014,https://cdn.rebrickable.com/media/sets/5003475-1.jpg,WeDo
5003482,WeDo Homeschool STEM Pack,2014,https://cdn.rebrickable.com/media/sets/5003482-1.jpg,WeDo
5003826,Jr.FLL Robotics Kit,2015,https://cdn.rebrickable.com/media/sets/5003826-1.jpg,WeDo
5004830,WeDo 2.0 ReadyGo 8-Student Pack,2016,https://cdn.rebrickable.com/media/sets/5004830-1.jpg,WeDo
5004831,WeDo 2.0 ReadyGo 12-Student Pack,2016,https://cdn.rebrickable.com/media/sets/5004831-1.jpg,WeDo
5004832,WeDo 2.0 ReadyGo 16-Student Pack,2016,https://cdn.rebrickable.com/media/sets/5004832-1.jpg,WeDo
5004833,WeDo 2.0 ReadyGo 24-Student Pack,2016,https://cdn.rebrickable.com/media/sets/5004833-1.jpg,WeDo
5004837,WeDo 2.0 YouCreate Package - 24 Students,2016,https://cdn.rebrickable.com/media/sets/5004837-1.jpg,WeDo
5004838,WeDo 2.0 Add-On Power Pack,2016,https://cdn.rebrickable.com/media/sets/5004838-1.jpg,WeDo
5005840,WeDo 2.0 Core + Add-On Homeschool Bundle,2016,https://cdn.rebrickable.com/media/sets/5005840-1.jpg,WeDo
9580,WeDo Robotics Construction Set,2008,https://cdn.rebrickable.com/media/sets/9580-1.jpg,WeDo
9581,WeDo Robotics USB Hub,2008,https://cdn.rebrickable.com/media/sets/9581-1.jpg,WeDo
9583,WeDo Robotics Motion Sensor,2009,https://cdn.rebrickable.com/media/sets/9583-1.jpg,WeDo
9584,WeDo Robotics Tilt Sensor,2009,https://cdn.rebrickable.com/media/sets/9584-1.jpg,WeDo
9585,WeDo Resource Set,2011,https://cdn.rebrickable.com/media/sets/9585-1.jpg,WeDo
367,Mini Airport & Vehicles,1970,https://cdn.rebrickable.com/media/sets/367-2.jpg,Samsonite
7100,Samsonite Large Educational Set,1963,https://cdn.rebrickable.com/media/sets/7100-1.jpg,Samsonite
1305,Wheels and Strings,1983,https://cdn.rebrickable.com/media/sets/1305-1.jpg,Service Packs
1323,Hubs and Tyres,1985,https://cdn.rebrickable.com/media/sets/1323-1.jpg,Service Packs
1327,Red/Black Plates,1985,https://cdn.rebrickable.com/media/sets/1327-1.jpg,Service Packs
1328,Red/Black Plates,1985,https://cdn.rebrickable.com/media/sets/1328-1.jpg,Service Packs
1338,Angles Swivels Turntables,1985,https://cdn.rebrickable.com/media/sets/1338-1.jpg,Service Packs
1340,Weight Bricks,1987,https://cdn.rebrickable.com/media/sets/1340-1.jpg,Service Packs
1341,Building Plates Green,1985,https://cdn.rebrickable.com/media/sets/1341-1.jpg,Service Packs
1344,Light Bricks (4.5V),1986,https://cdn.rebrickable.com/media/sets/1344-1.jpg,Service Packs
1347,Leads (4.5V) Spirals,1987,https://cdn.rebrickable.com/media/sets/1347-1.jpg,Service Packs
1348,Base Plates Grey,1987,https://cdn.rebrickable.com/media/sets/1348-1.jpg,Service Packs
2000707,Rubber Band Replacement Pack,2015,https://cdn.rebrickable.com/media/sets/2000707-1.jpg,Service Packs
2000710,WeDo Replacement Pack 1,2015,https://cdn.rebrickable.com/media/sets/2000710-1.jpg,Service Packs
2000711,WeDo Replacement Pack 2,2015,https://cdn.rebrickable.com/media/sets/2000711-1.jpg,Service Packs
5003171,Misc Yellow Brick Pack,2014,https://cdn.rebrickable.com/media/sets/5003171-1.jpg,Service Packs
5003172,Specialty Yellow Brick Pack,2014,https://cdn.rebrickable.com/media/sets/5003172-1.jpg,Service Packs
5003174,Misc Red Brick Pack,2014,https://cdn.rebrickable.com/media/sets/5003174-1.jpg,Service Packs
5003215,3 x 3 Plates (Red),2013,https://cdn.rebrickable.com/media/sets/5003215-1.jpg,Service Packs
5003223,Large Truck Tires and Rims,2013,https://cdn.rebrickable.com/media/sets/5003223-1.jpg,Service Packs
5003224,Medium Truck Tires and Rims,2013,https://cdn.rebrickable.com/media/sets/5003224-1.jpg,Service Packs
5003225,StoryStarter Scenes Replacement Pack,2014,https://cdn.rebrickable.com/media/sets/5003225-1.jpg,Service Packs
5003226,StoryStarter Character Replacement Pack,2014,https://cdn.rebrickable.com/media/sets/5003226-1.jpg,Service Packs
5003227,StoryStarter Props Replacement Pack,2014,https://cdn.rebrickable.com/media/sets/5003227-1.jpg,Service Packs
5003228,StoryStarter Details Replacement Pack,2014,https://cdn.rebrickable.com/media/sets/5003228-1.jpg,Service Packs
5003229,StoryStarter Settings Replacement Pack,2014,https://cdn.rebrickable.com/media/sets/5003229-1.jpg,Service Packs
5003230,StoryStarter Spinner Cards and Stickers Replacement Pack,2013,https://cdn.rebrickable.com/media/sets/5003230-1.jpg,Service Packs
5003231,White and Yellow Bricks,2014,https://cdn.rebrickable.com/media/sets/5003231-1.jpg,Service Packs
5003232,Bricks,2014,https://cdn.rebrickable.com/media/sets/5003232-1.jpg,Service Packs
5003246,Rubber Track Elements,2015,https://cdn.rebrickable.com/media/sets/5003246-1.jpg,Service Packs
970004,Yellow Band (Pack of 25),2002,https://cdn.rebrickable.com/media/sets/970004-1.jpg,Service Packs
970005,9-Volt 1 x 2 Lamp Brick (Pack of 2),2002,https://cdn.rebrickable.com/media/sets/970005-1.jpg,Service Packs
970008,1 x 2 Red Bricks (Pack of 50),2002,https://cdn.rebrickable.com/media/sets/970008-1.jpg,Service Packs
970009,1 x 2 Blue Plates (Pack of 100),2002,https://cdn.rebrickable.com/media/sets/970009-1.jpg,Service Packs
970021,Red Rover Tires and Hubs (4 tires 4 hubs),2002,https://cdn.rebrickable.com/media/sets/970021-1.jpg,Service Packs
970036,2 x 2 Angle Plate (Pack of 25),2002,https://cdn.rebrickable.com/media/sets/970036-1.jpg,Service Packs
970040,Caterpillar Hub and Tread (Set of 2 treads 4 Hubs),2002,https://cdn.rebrickable.com/media/sets/970040-1.jpg,Service Packs
970047,Large Tire and Hub (2 tires 2 hubs),2002,https://cdn.rebrickable.com/media/sets/970047-1.jpg,Service Packs
970098,Special Elements for Control Lab Set,2001,https://cdn.rebrickable.com/media/sets/970098-1.jpg,Service Packs
970111,Large Lawn Tire & Hub (4 tires 4 hubs),2002,https://cdn.rebrickable.com/media/sets/970111-1.jpg,Service Packs
970112,Small Lawn Tire & Hub (4 tires 4 hubs),2002,https://cdn.rebrickable.com/media/sets/970112-1.jpg,Service Packs
970113,Tire Pack (Set of 8),2002,https://cdn.rebrickable.com/media/sets/970113-1.jpg,Service Packs
970120,Black Bands (Pack of 50),2002,https://cdn.rebrickable.com/media/sets/970120-1.jpg,Service Packs
970121,Red Bands (Pack of 25),2002,https://cdn.rebrickable.com/media/sets/970121-1.jpg,Service Packs
970122,Small White Bands (Pack of 24),2002,https://cdn.rebrickable.com/media/sets/970122-1.jpg,Service Packs
970600,1 x 2 Plate with Slides (Pack of 100),2002,https://cdn.rebrickable.com/media/sets/970600-1.jpg,Service Packs
970639,2 x 2 Skid Plates (Pack of 50),2002,https://cdn.rebrickable.com/media/sets/970639-1.jpg,Service Packs
970653,Pole Reversing Switch,2003,https://cdn.rebrickable.com/media/sets/970653-1.jpg,Service Packs
970661,Skeleton and Ghost for Amusement Park Set,2002,https://cdn.rebrickable.com/media/sets/970661-1.jpg,Service Packs
970669,Special Elements for Simple Machines Set,2002,https://cdn.rebrickable.com/media/sets/970669-1.jpg,Service Packs
970670,Special Elements for Team Challenge Set,2002,https://cdn.rebrickable.com/media/sets/970670-1.jpg,Service Packs
970671,Special Elements for Cities and Transportation Set,2002,https://cdn.rebrickable.com/media/sets/970671-1.jpg,Service Packs
970672,Special Elements for Amusement Park Set,2002,https://cdn.rebrickable.com/media/sets/970672-1.jpg,Service Packs
970673,Special Elements for ROBO Technology Set,2002,https://cdn.rebrickable.com/media/sets/970673-1.jpg,Service Packs
970674,Car Project Set,2002,https://cdn.rebrickable.com/media/sets/970674-1.jpg,Service Packs
970675,House Project Set,2002,https://cdn.rebrickable.com/media/sets/970675-1.jpg,Service Packs
970676,Bug Project Set,2002,https://cdn.rebrickable.com/media/sets/970676-1.jpg,Service Packs
970677,Gadget Project Set,2002,https://cdn.rebrickable.com/media/sets/970677-1.jpg,Service Packs
970678,Special Elements for eLAB Renewable Energy Set,2002,https://cdn.rebrickable.com/media/sets/970678-1.jpg,Service Packs
970679,Special Elements For Mechanical Engineering Set,2004,https://cdn.rebrickable.com/media/sets/970679-1.jpg,Service Packs
970680,Special Elements for Early Simple Machines Set,2002,https://cdn.rebrickable.com/media/sets/970680-1.jpg,Service Packs
970683,Black Plates - Large Package,2002,https://cdn.rebrickable.com/media/sets/970683-1.jpg,Service Packs
970684,Wheels (Tires hubs axle plates and bricks),2002,https://cdn.rebrickable.com/media/sets/970684-1.jpg,Service Packs
970686,Roof Tiles,2002,https://cdn.rebrickable.com/media/sets/970686-1.jpg,Service Packs
970687,Team Challenge Upgrade Kit,2002,https://cdn.rebrickable.com/media/sets/970687-1.jpg,Service Packs
9857,Assortment of Plate Pieces,1992,https://cdn.rebrickable.com/media/sets/9857-1.jpg,Service Packs
9864,Green Building Plates,1992,https://cdn.rebrickable.com/media/sets/9864-1.jpg,Service Packs
9869,Building Plates (24 x 24),1992,https://cdn.rebrickable.com/media/sets/9869-1.jpg,Service Packs
9892,Brick Separators,1995,https://cdn.rebrickable.com/media/sets/9892-1.jpg,Service Packs
9894,Two Screwdrivers,1987,https://cdn.rebrickable.com/media/sets/9894-1.jpg,Service Packs
991118,3M Connecting Lead (Set of 2),2002,https://cdn.rebrickable.com/media/sets/991118-1.jpg,Service Packs
991331,Small Wide Tire & Hub (Pack of 8 each),2007,https://cdn.rebrickable.com/media/sets/991331-1.jpg,Service Packs
991335,Swivel Magnet Pack (Pack of 10 each),2007,https://cdn.rebrickable.com/media/sets/991335-1.jpg,Service Packs
9929,Plates Red,1998,https://cdn.rebrickable.com/media/sets/9929-1.jpg,Service Packs
9930,Plates Blue,1998,https://cdn.rebrickable.com/media/sets/9930-1.jpg,Service Packs
9931,Plates Yellow,1998,https://cdn.rebrickable.com/media/sets/9931-1.jpg,Service Packs
9932,Plates Black,1998,https://cdn.rebrickable.com/media/sets/9932-1.jpg,Service Packs
9933,Basic Bricks (red),1999,https://cdn.rebrickable.com/media/sets/9933-1.jpg,Service Packs
9934,Basic Bricks (yellow),1999,https://cdn.rebrickable.com/media/sets/9934-1.jpg,Service Packs
9935,Basic Bricks (black),1999,https://cdn.rebrickable.com/media/sets/9935-1.jpg,Service Packs
9936,Weight Elements,1998,https://cdn.rebrickable.com/media/sets/9936-1.jpg,Service Packs
9940,Rubber Bands and String,1999,https://cdn.rebrickable.com/media/sets/9940-1.jpg,Service Packs
9947,Figures,1998,https://cdn.rebrickable.com/media/sets/9947-1.jpg,Service Packs
9954,Special Elements for Mini Sets,2001,https://cdn.rebrickable.com/media/sets/9954-1.jpg,Service Packs
9959,Special Elements for Intelligent House Building Set,2001,https://cdn.rebrickable.com/media/sets/9959-1.jpg,Service Packs
9962,Flat Tiles,1994,https://cdn.rebrickable.com/media/sets/9962-1.jpg,Service Packs
9972,Plates (Red),1994,https://cdn.rebrickable.com/media/sets/9972-1.jpg,Service Packs
9973,Plates (Blue),1994,https://cdn.rebrickable.com/media/sets/9973-1.jpg,Service Packs
9974,Plates (Yellow),1994,https://cdn.rebrickable.com/media/sets/9974-1.jpg,Service Packs
1314,Stop bush / Small pulley,1987,https://cdn.rebrickable.com/media/sets/1314-1.jpg,Technic
1315,Piston Rod,1987,https://cdn.rebrickable.com/media/sets/1315-1.jpg,Technic
1316,Connector Peg,1987,https://cdn.rebrickable.com/media/sets/1316-1.jpg,Technic
1317,Technic Chainlinks,1987,https://cdn.rebrickable.com/media/sets/1317-1.jpg,Technic
1318,Gears Small,1987,https://cdn.rebrickable.com/media/sets/1318-1.jpg,Technic
1319,Gears Large,1987,https://cdn.rebrickable.com/media/sets/1319-1.jpg,Technic
1320,Differential and Bevel Gears,1987,https://cdn.rebrickable.com/media/sets/1320-1.jpg,Technic
1321,Worm Gear and Racks,1987,https://cdn.rebrickable.com/media/sets/1321-1.jpg,Technic
1322,"Pulleys, Tires, and Steering Wheels",1987,https://cdn.rebrickable.com/media/sets/1322-1.jpg,Technic
1324,Rubber Bands and String,1985,https://cdn.rebrickable.com/media/sets/1324-1.jpg,Technic
1325,Assorted Spare Axles,1987,https://cdn.rebrickable.com/media/sets/1325-1.jpg,Technic
1326,"Spare Axles, 12L",1987,https://cdn.rebrickable.com/media/sets/1326-1.jpg,Technic
1329,Red/Black Plates,1985,https://cdn.rebrickable.com/media/sets/1329-1.jpg,Technic
1330,Red/Black Plates,1985,https://cdn.rebrickable.com/media/sets/1330-1.jpg,Technic
1331,Red/Blue Bricks,1985,https://cdn.rebrickable.com/media/sets/1331-1.jpg,Technic
1332,Red/Blue Beams,1985,https://cdn.rebrickable.com/media/sets/1332-1.jpg,Technic
1333,Red/Blue Beams,1985,https://cdn.rebrickable.com/media/sets/1333-1.jpg,Technic
1334,Motors (4.5V),1985,https://cdn.rebrickable.com/media/sets/1334-1.jpg,Technic
1335,Battery Boxes (4.5v),1985,https://cdn.rebrickable.com/media/sets/1335-1.jpg,Technic
1336,Pole Reverser Switches for Battery Box,1985,https://cdn.rebrickable.com/media/sets/1336-1.jpg,Technic
1337,Connecting Leads,1985,https://cdn.rebrickable.com/media/sets/1337-1.jpg,Technic
1339,Technic Parts,1987,https://cdn.rebrickable.com/media/sets/1339-1.jpg,Technic
1342,Electric Switches and Tiles,1986,https://cdn.rebrickable.com/media/sets/1342-1.jpg,Technic
1343,Optosensors (4.5V) and Discs,1986,https://cdn.rebrickable.com/media/sets/1343-1.jpg,Technic
1345,"Pinions, Connectors, and Axles",1986,https://cdn.rebrickable.com/media/sets/1345-1.jpg,Technic
1346,Touch Sensors,1987,https://cdn.rebrickable.com/media/sets/1346-1.jpg,Technic
2000708,Machines & Mechanisms Replacement Pack 1,2015,https://cdn.rebrickable.com/media/sets/2000708-1.jpg,Technic
2000709,Machines & Mechanisms Replacement Pack 2,2015,https://cdn.rebrickable.com/media/sets/2000709-1.jpg,Technic
5003101,Conveyor Belt Links Pack,2014,https://cdn.rebrickable.com/media/sets/5003101-1.jpg,Technic
5003102,Yellow Bands,2014,https://cdn.rebrickable.com/media/sets/5003102-1.jpg,Technic
5003104,Medium Pulley Wheels,2014,https://cdn.rebrickable.com/media/sets/5003104-1.jpg,Technic
5003105,Lift Arms,2014,https://cdn.rebrickable.com/media/sets/5003105-1.jpg,Technic
5003106,Lever Arms,2014,https://cdn.rebrickable.com/media/sets/5003106-1.jpg,Technic
5003107,Large Tires with Hubs,2014,https://cdn.rebrickable.com/media/sets/5003107-1.jpg,Technic
5003108,Pneumatic T-Pieces,2014,https://cdn.rebrickable.com/media/sets/5003108-1.jpg,Technic
5003109,Red Bands,2014,https://cdn.rebrickable.com/media/sets/5003109-1.jpg,Technic
5003110,Linear Actuator,2014,https://cdn.rebrickable.com/media/sets/5003110-1.jpg,Technic
5003111,Air Storage Tanks,2014,https://cdn.rebrickable.com/media/sets/5003111-1.jpg,Technic
5003112,5.5M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003112-1.jpg,Technic
5003113,9M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003113-1.jpg,Technic
5003114,Specialty Connector Pegs,2014,https://cdn.rebrickable.com/media/sets/5003114-1.jpg,Technic
5003115,3M Connector Pegs w/ Friction Ridge (Blue),2014,https://cdn.rebrickable.com/media/sets/5003115-1.jpg,Technic
5003116,Levers and Half Beams,2014,https://cdn.rebrickable.com/media/sets/5003116-1.jpg,Technic
5003117,Technic Specialty Beams,2014,https://cdn.rebrickable.com/media/sets/5003117-1.jpg,Technic
5003118,Connector Pegs with Friction Ridge and Cross Axle,2014,https://cdn.rebrickable.com/media/sets/5003118-1.jpg,Technic
5003119,1/2 Bushings,2014,https://cdn.rebrickable.com/media/sets/5003119-1.jpg,Technic
5003120,Bushings,2014,https://cdn.rebrickable.com/media/sets/5003120-1.jpg,Technic
5003121,Connector Pegs,2014,https://cdn.rebrickable.com/media/sets/5003121-1.jpg,Technic
5003122,Connector Pegs with Friction Ridge (Black),2014,https://cdn.rebrickable.com/media/sets/5003122-1.jpg,Technic
5003123,Connector Pegs with Cross Axle,2014,https://cdn.rebrickable.com/media/sets/5003123-1.jpg,Technic
5003124,Connector Pegs with Knobs,2014,https://cdn.rebrickable.com/media/sets/5003124-1.jpg,Technic
5003125,1-1/2M Connector Pegs,2014,https://cdn.rebrickable.com/media/sets/5003125-1.jpg,Technic
5003126,2M Cross Axles with Grooves,2014,https://cdn.rebrickable.com/media/sets/5003126-1.jpg,Technic
5003127,3M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003127-1.jpg,Technic
5003128,Cross Axles with Knobs,2014,https://cdn.rebrickable.com/media/sets/5003128-1.jpg,Technic
5003129,4M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003129-1.jpg,Technic
5003130,5M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003130-1.jpg,Technic
5003131,6M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003131-1.jpg,Technic
5003132,8M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003132-1.jpg,Technic
5003133,10M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003133-1.jpg,Technic
5003134,12M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003134-1.jpg,Technic
5003135,Axle Extenders,2014,https://cdn.rebrickable.com/media/sets/5003135-1.jpg,Technic
5003136,Catches,2014,https://cdn.rebrickable.com/media/sets/5003136-1.jpg,Technic
5003137,8 Tooth Spur Gears,2014,https://cdn.rebrickable.com/media/sets/5003137-1.jpg,Technic
5003138,16 Tooth Gears,2014,https://cdn.rebrickable.com/media/sets/5003138-1.jpg,Technic
5003139,20 Tooth Double Conical Wheels,2014,https://cdn.rebrickable.com/media/sets/5003139-1.jpg,Technic
5003141,24 Tooth Gears,2014,https://cdn.rebrickable.com/media/sets/5003141-1.jpg,Technic
5003143,40 Tooth Gears,2014,https://cdn.rebrickable.com/media/sets/5003143-1.jpg,Technic
5003144,Cross Blocks,2014,https://cdn.rebrickable.com/media/sets/5003144-1.jpg,Technic
5003145,Catches with Cross Holes,2014,https://cdn.rebrickable.com/media/sets/5003145-1.jpg,Technic
5003147,1x2 Technic Bricks,2014,https://cdn.rebrickable.com/media/sets/5003147-1.jpg,Technic
5003148,Gear Casings,2014,https://cdn.rebrickable.com/media/sets/5003148-1.jpg,Technic
5003149,Bobbins,2014,https://cdn.rebrickable.com/media/sets/5003149-1.jpg,Technic
5003150,Chain Links,2014,https://cdn.rebrickable.com/media/sets/5003150-1.jpg,Technic
5003152,O Rings and Pulley Wheels,2014,https://cdn.rebrickable.com/media/sets/5003152-1.jpg,Technic
5003153,Assorted Tire Pack,2014,https://cdn.rebrickable.com/media/sets/5003153-1.jpg,Technic
5003154,12 Tooth Black Double Conical Wheels,2014,https://cdn.rebrickable.com/media/sets/5003154-1.jpg,Technic
5003155,7M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003155-1.jpg,Technic
5003156,Turntables,2014,https://cdn.rebrickable.com/media/sets/5003156-1.jpg,Technic
5003157,Small Wide Tires and Hubs,2014,https://cdn.rebrickable.com/media/sets/5003157-1.jpg,Technic
5003158,Technic Triangles,2014,https://cdn.rebrickable.com/media/sets/5003158-1.jpg,Technic
5003159,Cam Wheels,2014,https://cdn.rebrickable.com/media/sets/5003159-1.jpg,Technic
5003160,2 Stud Axles with Grooves (Red),2014,https://cdn.rebrickable.com/media/sets/5003160-1.jpg,Technic
5003161,2M Friction Snaps with Cross Hole (Red),2014,https://cdn.rebrickable.com/media/sets/5003161-1.jpg,Technic
5003162,Track and Sprockets,2014,https://cdn.rebrickable.com/media/sets/5003162-1.jpg,Technic
5003163,Technic Studless Beams,2014,https://cdn.rebrickable.com/media/sets/5003163-1.jpg,Technic
5003164,Technic Angle Beams,2014,https://cdn.rebrickable.com/media/sets/5003164-1.jpg,Technic
5003165,Technic Beams with Snaps,2014,https://cdn.rebrickable.com/media/sets/5003165-1.jpg,Technic
5003166,Technic Crossblocks,2014,https://cdn.rebrickable.com/media/sets/5003166-1.jpg,Technic
5003167,Tracks,2014,https://cdn.rebrickable.com/media/sets/5003167-1.jpg,Technic
5003168,Sprockets,2014,https://cdn.rebrickable.com/media/sets/5003168-1.jpg,Technic
5003170,1x2 Angled Roof Tiles,2014,https://cdn.rebrickable.com/media/sets/5003170-1.jpg,Technic
5003173,White Plates,2014,https://cdn.rebrickable.com/media/sets/5003173-1.jpg,Technic
5003175,Specialty Red Bricks Pack,2014,https://cdn.rebrickable.com/media/sets/5003175-1.jpg,Technic
5003176,Technic 1x16 Red Bricks,2014,https://cdn.rebrickable.com/media/sets/5003176-1.jpg,Technic
5003177,Technic Misc Red Bricks,2014,https://cdn.rebrickable.com/media/sets/5003177-1.jpg,Technic
5003179,Simple Machines Yellow Assortment Pack,2012,https://cdn.rebrickable.com/media/sets/5003179-1.jpg,Technic
5003181,4M Axles with Stop,2014,https://cdn.rebrickable.com/media/sets/5003181-1.jpg,Technic
5003182,Simple and Motorized Mechanisms Blue Beams Pack,2014,https://cdn.rebrickable.com/media/sets/5003182-1.jpg,Technic
5003183,Simple and Motorized Mechanisms 1x16 Blue Beams Pack,2014,https://cdn.rebrickable.com/media/sets/5003183-1.jpg,Technic
5003184,Simple and Motorized Mechanisms 1x12 Blue Beams Pack,2014,https://cdn.rebrickable.com/media/sets/5003184-1.jpg,Technic
5003185,Simple and Motorized Mechanisms White Elements Pack,2014,https://cdn.rebrickable.com/media/sets/5003185-1.jpg,Technic
5003186,Simple and Motorized Mechanisms Blue Plates Pack,2014,https://cdn.rebrickable.com/media/sets/5003186-1.jpg,Technic
5003187,Simple and Motorized Mechanisms White Beams Pack,2014,https://cdn.rebrickable.com/media/sets/5003187-1.jpg,Technic
5003188,Simple and Motorized Mechanisms Blue Angle Beams Pack,2014,https://cdn.rebrickable.com/media/sets/5003188-1.jpg,Technic
5003189,3M Connector Pegs,2014,https://cdn.rebrickable.com/media/sets/5003189-1.jpg,Technic
5003190,Simple and Motorized Mechanisms Misc Gear Assortment Pack,2014,https://cdn.rebrickable.com/media/sets/5003190-1.jpg,Technic
5003191,Simple and Motorized Mechanisms Tires and Hubs,2014,https://cdn.rebrickable.com/media/sets/5003191-1.jpg,Technic
5003192,Simple and Motorized Mechanisms Misc Connectors,2014,https://cdn.rebrickable.com/media/sets/5003192-1.jpg,Technic
5003193,Simple and Motorized Mechanisms 2M Cross Axles,2014,https://cdn.rebrickable.com/media/sets/5003193-1.jpg,Technic
5003194,Simple and Motorized Mechanisms White Band Pack,2014,https://cdn.rebrickable.com/media/sets/5003194-1.jpg,Technic
5003195,Simple and Motorized Mechanisms Misc String,2014,https://cdn.rebrickable.com/media/sets/5003195-1.jpg,Technic
5003197,Technic Connectors,2014,https://cdn.rebrickable.com/media/sets/5003197-1.jpg,Technic
5003198,Technic Plates and Bricks,2014,https://cdn.rebrickable.com/media/sets/5003198-1.jpg,Technic
5003199,Technic Beams,2014,https://cdn.rebrickable.com/media/sets/5003199-1.jpg,Technic
5003200,Technic Connectors,2014,https://cdn.rebrickable.com/media/sets/5003200-1.jpg,Technic
5003201,Technic Gears,2014,https://cdn.rebrickable.com/media/sets/5003201-1.jpg,Technic
5003202,"Wheels, Tires, and Axles",2014,https://cdn.rebrickable.com/media/sets/5003202-1.jpg,Technic
5003203,Half Bushings (Yellow),2013,https://cdn.rebrickable.com/media/sets/5003203-1.jpg,Technic
5003205,Shock Absorbers,2013,https://cdn.rebrickable.com/media/sets/5003205-1.jpg,Technic
5003206,Bricks with Cross Hole,2013,https://cdn.rebrickable.com/media/sets/5003206-1.jpg,Technic
5003207,1x4 Gray Technic Bricks,2013,https://cdn.rebrickable.com/media/sets/5003207-1.jpg,Technic
5003208,1x6 Gray Technic Bricks,2013,https://cdn.rebrickable.com/media/sets/5003208-1.jpg,Technic
5003209,1x8 Gray Technic Bricks,2013,https://cdn.rebrickable.com/media/sets/5003209-1.jpg,Technic
5003210,1x10 Gray Technic Bricks,2013,https://cdn.rebrickable.com/media/sets/5003210-1.jpg,Technic
5003211,1x12 Gray Technic Bricks,2013,https://cdn.rebrickable.com/media/sets/5003211-1.jpg,Technic
5003212,1x16 Gray Technic Bricks,2013,https://cdn.rebrickable.com/media/sets/5003212-1.jpg,Technic
5003213,Universal Joints,2013,https://cdn.rebrickable.com/media/sets/5003213-1.jpg,Technic
5003216,Technic Tank Treads,2013,https://cdn.rebrickable.com/media/sets/5003216-1.jpg,Technic
5003217,Balloon Tires,2013,https://cdn.rebrickable.com/media/sets/5003217-1.jpg,Technic
5003218,Technic Angular Wheels,2013,https://cdn.rebrickable.com/media/sets/5003218-1.jpg,Technic
5003220,Gray Plates,2013,https://cdn.rebrickable.com/media/sets/5003220-1.jpg,Technic
5003222,Technic Beam Frames,2013,https://cdn.rebrickable.com/media/sets/5003222-1.jpg,Technic
5003233,Technic Pin Connector Hub with 2 Pins,2014,https://cdn.rebrickable.com/media/sets/5003233-1.jpg,Technic
5003234,Rubber Technic Axle Connectors,2014,https://cdn.rebrickable.com/media/sets/5003234-1.jpg,Technic
5003236,EV3 3M Technic Colors,2014,https://cdn.rebrickable.com/media/sets/5003236-1.jpg,Technic
5003237,EV3 Left & Right Panels,2014,https://cdn.rebrickable.com/media/sets/5003237-1.jpg,Technic
5003238,EV3 Technic Angle Beams,2014,https://cdn.rebrickable.com/media/sets/5003238-1.jpg,Technic
5003239,EV3 20 Tooth Double Conical Wheels,2014,https://cdn.rebrickable.com/media/sets/5003239-1.jpg,Technic
5003240,EV3 Small Turntables,2014,https://cdn.rebrickable.com/media/sets/5003240-1.jpg,Technic
